"game_id","date","Team","Opponent","Team_Score","Opponent_Score","Location","ADJO","ADJD","EFF","EFG_pct","TO_Pct","OR_Pct","FTR_Pct","ThreePointer_Pct","opp_ADJO","opp_ADJD","Opp_EFF","Opp_EFG_Pct","Opp_TO_Pct","Opp_OR_Pct","Opp_FTR_Pct","Opp_ThreePointer_Pct"
"USC UpstateVirginia Tech11-8",2024-11-08,"Virginia Tech","Virginia Tech",93,74,"H",111.9,117.9,128.8,56.5,9.7,37.5,48.4,38.1,111.9,117.9,128.8,56.5,9.7,37.5,48.4,38.1
"USC UpstateWake Forest11-13",2024-11-13,"Wake Forest","Wake Forest",85,80,"H",106.3,121.5,117.7,57.3,15.2,32.4,60,26.92,106.3,121.5,117.7,57.3,15.2,32.4,60,26.92
"UTEPLouisville12-11",2024-12-11,"Louisville","Louisville",77,74,"H",112.6,106.6,110.5,44.8,15.8,42.1,58.6,17.65,112.6,106.6,110.5,44.8,15.8,42.1,58.6,17.65
"Utah ValleyStanford12-3",2024-12-03,"Stanford","Stanford",77,63,"H",108.4,89.9,104.3,51.6,17.6,27,27,25,108.4,89.9,104.3,51.6,17.6,27,27,25
"VMIPittsburgh11-18",2024-11-18,"Pittsburgh","Pittsburgh",93,48,"H",118.3,84,135.6,64.1,11.7,40,21.9,42.86,118.3,84,135.6,64.1,11.7,40,21.9,42.86
"VanderbiltVirginia Tech12-4",2024-12-04,"Virginia Tech","Virginia Tech",64,80,"H",104.4,109,95.7,45,22.4,38.9,21.7,27.59,104.4,109,95.7,45,22.4,38.9,21.7,27.59
"VillanovaVirginia11-15",2024-11-15,"Virginia","Virginia",70,60,"N",113.1,83.3,111.7,65.3,19.1,12,18.4,56,113.1,83.3,111.7,65.3,19.1,12,18.4,56
"Virginia TechCalifornia1-11",2025-01-11,"Virginia Tech","California",71,68,"A",118.7,96.5,112.7,61.2,20.6,28,34.7,50,99.8,115.9,107.9,37.5,3.2,35.4,30.9,25.93
"Virginia TechDuke12-31",2024-12-31,"Virginia Tech","Duke",65,88,"A",127.7,112.6,101.4,54,18.7,16.7,30,38.1,130.3,103.2,137.2,62.9,14,37,25.9,37.93
"Virginia TechFlorida St.1-29",2025-01-29,"Virginia Tech","Florida St.",76,66,"A",122.7,88.8,111,50,14.6,32.6,51.7,38.46,91.4,111.4,96.4,46.8,16.1,26.3,19.4,32
"Virginia TechGeorgia Tech1-22",2025-01-22,"Virginia Tech","Georgia Tech",64,71,"A",103.6,105.4,96.2,46.6,25.5,38.9,16.9,42.31,104.2,94.3,106.7,52.9,15,21.9,51,35.29
"Virginia TechStanford1-8",2025-01-08,"Virginia Tech","Stanford",59,70,"A",102.1,95.6,91.9,50,15.6,12.5,12.5,28.57,101.9,94.7,109,52.9,17.1,27.6,32.7,37.5
"Virginia TechVirginia2-1",2025-02-01,"Virginia Tech","Virginia",75,74,"A",134.1,116.2,124.5,63.5,11.6,20,47.9,52.38,117.7,124.2,122.8,55.6,6.6,19.4,33.3,34.78
"VirginiaCalifornia1-8",2025-01-08,"Virginia","California",61,75,"A",96.5,108.1,94.4,38.8,12.4,27.5,31,30.43,116.5,96.3,116.1,47.1,15.5,33.3,64.7,30.77
"VirginiaFlorida12-4",2024-12-04,"Virginia","Virginia",69,87,"A",128.6,112.3,107.2,52.6,23.3,40.6,17.5,38.1,128.6,112.3,107.2,52.6,23.3,40.6,17.5,38.1
"VirginiaLouisville1-18",2025-01-18,"Virginia","Louisville",67,81,"A",104.7,103.5,95.8,54.9,21.5,16.1,37.3,38.1,120.5,93.6,115.8,48.3,10,28.6,45,26.09
"VirginiaMiami FL1-29",2025-01-29,"Virginia","Miami FL",82,71,"A",126.7,111.9,137.8,65.7,11.8,37.5,39.2,45.83,123.1,136.3,119.3,57.1,18.5,33.3,40.8,31.58
"VirginiaPittsburgh2-3",2025-02-03,"Virginia","Pittsburgh",73,57,"A",132.5,85.4,124.6,66,18.8,32,22,45.45,97.1,126.5,97.3,48.8,17.1,13.8,48.8,30
"VirginiaSMU12-7",2024-12-07,"Virginia","SMU",51,63,"A",91.8,86.2,80.8,42.6,22.2,9.7,25.5,42.11,97.9,84.6,99.8,49,19,26.7,40.8,25
"VirginiaStanford1-11",2025-01-11,"Virginia","Stanford",65,88,"A",119.2,131,108.6,57.8,20.1,23.1,35.6,47.62,145.6,113,147.1,59,10,45.2,27.9,41.67
"Wake ForestClemson12-21",2024-12-21,"Wake Forest","Clemson",62,73,"A",96.5,92.9,88.4,53,27.1,18.5,24,23.08,114.4,89.8,104.1,47.5,17.1,27,26.2,32.26
"Wake ForestLouisville1-28",2025-01-28,"Wake Forest","Louisville",59,72,"A",93.8,99.5,88.9,48.2,22.6,28.6,14.3,38.1,123.9,86,108.5,48.3,13.6,25.6,35.6,30.56
"Wake ForestMiami FL1-11",2025-01-11,"Wake Forest","Miami FL",88,78,"A",117.2,104.9,126.9,60.9,13,29,18.8,34.78,123.5,129.4,112.5,49.2,20.2,44.7,33.9,31.43
"Wake ForestSyracuse12-31",2024-12-31,"Wake Forest","Syracuse",81,71,"A",110.6,93.7,109.1,50.8,14.8,24.3,43.3,47.37,105.5,110.6,95.6,42,24.2,38.5,57.1,22.73
"Wake ForestTexas A&M12-3",2024-12-03,"Wake Forest","Wake Forest",44,57,"A",85.9,78.3,70.2,33.3,23.9,33.3,11.7,21.43,85.9,78.3,70.2,33.3,23.9,33.3,11.7,21.43
"Wake ForestVirginia Tech1-18",2025-01-18,"Wake Forest","Virginia Tech",72,63,"A",108.8,91.6,109,50.9,10.6,18.8,29.8,31.58,105.8,110.1,95.4,46.2,21.2,28.1,36.5,31.58
"Wake ForestXavier11-16",2024-11-16,"Wake Forest","Wake Forest",60,75,"A",99.6,103.1,90.5,52.1,27.2,26.9,31.9,33.33,99.6,103.1,90.5,52.1,27.2,26.9,31.9,33.33
"West GeorgiaGeorgia Tech11-6",2024-11-06,"Georgia Tech","Georgia Tech",85,62,"H",105,89.5,113.6,53.7,16,40.6,25,25.93,105,89.5,113.6,53.7,16,40.6,25,25.93
"West VirginiaPittsburgh11-15",2024-11-15,"Pittsburgh","Pittsburgh",86,62,"H",134.7,81.2,118.2,56.9,15.1,22.9,44.8,37.04,134.7,81.2,118.2,56.9,15.1,22.9,44.8,37.04
"Western CarolinaFlorida St.11-26",2024-11-26,"Florida St.","Florida St.",91,57,"H",109.5,91.4,119.2,65.7,23.6,28.6,48.1,42.86,109.5,91.4,119.2,65.7,23.6,28.6,48.1,42.86
"Western CarolinaWake Forest11-19",2024-11-19,"Wake Forest","Wake Forest",82,69,"H",110.7,117,117.8,52.4,11.5,30.6,30.2,38.71,110.7,117,117.8,52.4,11.5,30.6,30.2,38.71
"WinthropFlorida St.12-17",2024-12-17,"Florida St.","Florida St.",82,64,"H",100.8,85.4,107.2,56.6,26.1,47.1,27.9,35,100.8,85.4,107.2,56.6,26.1,47.1,27.9,35
"WinthropLouisville11-22",2024-11-22,"Louisville","Louisville",76,61,"H",90.1,80.5,96.9,54.6,25.5,31.2,48.1,26.92,90.1,80.5,96.9,54.6,25.5,31.2,48.1,26.92
"WinthropVirginia Tech11-11",2024-11-11,"Virginia Tech","Virginia Tech",58,52,"H",85.1,84.8,91.5,40.4,20.5,43.2,31.6,27.59,85.1,84.8,91.5,40.4,20.5,43.2,31.6,27.59
"WoffordDuke11-16",2024-11-16,"Duke","Duke",86,35,"H",125.2,55.8,133.7,61.3,15.5,45.2,17.7,42.11,125.2,55.8,133.7,61.3,15.5,45.2,17.7,42.11
"Youngstown St.Syracuse11-16",2024-11-16,"Syracuse","Syracuse",104,95,"H",113.6,118.6,116,54.1,12.3,31,52.1,22.73,113.6,118.6,116,54.1,12.3,31,52.1,22.73
